sentence,sentiment,preprocessed
talk is cheap bing that i ll stick with google,0,"{'cleaned_text': 'talk cheap bing stick googl', 'tokens': ['talk', 'cheap', 'bing', 'stick', 'googl'], 'pos_tags': [('talk', 'VERB'), ('cheap', 'ADJ'), ('bing', 'NOUN'), ('stick', 'NOUN'), ('googl', 'NOUN')], 'named_entities': []}"
wtf is the point of deleting tweets if they can still be found in summize and searches twitter please fix that thanks and bye,0,"{'cleaned_text': 'wtf point delet tweet still found summiz search twitter plea fix thank bye', 'tokens': ['wtf', 'point', 'delet', 'tweet', 'still', 'found', 'summiz', 'search', 'twitter', 'plea', 'fix', 'thank', 'bye'], 'pos_tags': [('wtf', 'PROPN'), ('point', 'NOUN'), ('delet', 'NOUN'), ('tweet', 'PROPN'), ('still', 'ADV'), ('found', 'VERB'), ('summiz', 'ADJ'), ('search', 'NOUN'), ('twitter', 'NOUN'), ('plea', 'NOUN'), ('fix', 'NOUN'), ('thank', 'VERB'), ('bye', 'INTJ')], 'named_entities': []}"
i love google translator too d good day mate,1,"{'cleaned_text': 'love googl translat good day mate', 'tokens': ['love', 'googl', 'translat', 'good', 'day', 'mate'], 'pos_tags': [('love', 'VERB'), ('googl', 'NOUN'), ('translat', 'ADJ'), ('good', 'ADJ'), ('day', 'NOUN'), ('mate', 'NOUN')], 'named_entities': []}"
reading on my new kindle,1,"{'cleaned_text': 'read new kindl', 'tokens': ['read', 'new', 'kindl'], 'pos_tags': [('read', 'VERB'), ('new', 'ADJ'), ('kindl', 'NOUN')], 'named_entities': []}"
my kindle came and i love it,1,"{'cleaned_text': 'kindl came love', 'tokens': ['kindl', 'came', 'love'], 'pos_tags': [('kindl', 'NOUN'), ('came', 'VERB'), ('love', 'NOUN')], 'named_entities': []}"
loving my new kindle named her kendra in case u were wondering the cookbook is the tool cuz it tells u all the tricks best gift evr,1,"{'cleaned_text': 'love new kindl name kendra case u wonder cookbook tool cuz tell u trick best gift evr', 'tokens': ['love', 'new', 'kindl', 'name', 'kendra', 'case', 'u', 'wonder', 'cookbook', 'tool', 'cuz', 'tell', 'u', 'trick', 'best', 'gift', 'evr'], 'pos_tags': [('love', 'VERB'), ('new', 'ADJ'), ('kindl', 'NOUN'), ('name', 'NOUN'), ('kendra', 'PROPN'), ('case', 'PROPN'), ('u', 'PROPN'), ('wonder', 'NOUN'), ('cookbook', 'NOUN'), ('tool', 'NOUN'), ('cuz', 'ADV'), ('tell', 'VERB'), ('u', 'NOUN'), ('trick', 'NOUN'), ('best', 'ADJ'), ('gift', 'NOUN'), ('evr', 'NOUN')], 'named_entities': [('kendra', 'PERSON')]}"
the real aig scandal,0,"{'cleaned_text': 'real aig scandal', 'tokens': ['real', 'aig', 'scandal'], 'pos_tags': [('real', 'ADJ'), ('aig', 'ADJ'), ('scandal', 'NOUN')], 'named_entities': []}"
obama is quite a good comedian check out his dinner speech on cnn very funny jokes,1,"{'cleaned_text': 'obama quit good comedian check dinner speech cnn funni joke', 'tokens': ['obama', 'quit', 'good', 'comedian', 'check', 'dinner', 'speech', 'cnn', 'funni', 'joke'], 'pos_tags': [('obama', 'PROPN'), ('quit', 'VERB'), ('good', 'ADJ'), ('comedian', 'NOUN'), ('check', 'NOUN'), ('dinner', 'NOUN'), ('speech', 'PROPN'), ('cnn', 'PROPN'), ('funni', 'PROPN'), ('joke', 'PROPN')], 'named_entities': [('cnn', 'ORG'), ('funni', 'ORG')]}"
barack obama shows his funny side gt gt great speech,1,"{'cleaned_text': 'barack obama show funni side gt gt great speech', 'tokens': ['barack', 'obama', 'show', 'funni', 'side', 'gt', 'gt', 'great', 'speech'], 'pos_tags': [('barack', 'PROPN'), ('obama', 'PROPN'), ('show', 'PROPN'), ('funni', 'PROPN'), ('side', 'PROPN'), ('gt', 'PROPN'), ('gt', 'PROPN'), ('great', 'ADJ'), ('speech', 'NOUN')], 'named_entities': []}"
i like this guy barack obama shows his funny side gt gt,1,"{'cleaned_text': 'like guy barack obama show funni side gt gt', 'tokens': ['like', 'guy', 'barack', 'obama', 'show', 'funni', 'side', 'gt', 'gt'], 'pos_tags': [('like', 'ADP'), ('guy', 'NOUN'), ('barack', 'ADP'), ('obama', 'PROPN'), ('show', 'PROPN'), ('funni', 'PROPN'), ('side', 'PROPN'), ('gt', 'PROPN'), ('gt', 'PROPN')], 'named_entities': []}"
obama s speech was pretty awesome last night,1,"{'cleaned_text': 'obama speech pretti awesom last night', 'tokens': ['obama', 'speech', 'pretti', 'awesom', 'last', 'night'], 'pos_tags': [('obama', 'PROPN'), ('speech', 'NOUN'), ('pretti', 'PROPN'), ('awesom', 'PROPN'), ('last', 'ADJ'), ('night', 'NOUN')], 'named_entities': [('obama', 'GPE'), ('last night', 'TIME')]}"
reading bill clinton fail obama win,1,"{'cleaned_text': 'read bill clinton fail obama win', 'tokens': ['read', 'bill', 'clinton', 'fail', 'obama', 'win'], 'pos_tags': [('read', 'VERB'), ('bill', 'PROPN'), ('clinton', 'PROPN'), ('fail', 'VERB'), ('obama', 'PROPN'), ('win', 'PROPN')], 'named_entities': [('bill clinton', 'PERSON')]}"
obama more popular than u s among arabs survey president barack obama s popularity in leading arab countries,1,"{'cleaned_text': 'obama popular u among arab survey presid barack obama popular lead arab countri', 'tokens': ['obama', 'popular', 'u', 'among', 'arab', 'survey', 'presid', 'barack', 'obama', 'popular', 'lead', 'arab', 'countri'], 'pos_tags': [('obama', 'PROPN'), ('popular', 'ADJ'), ('u', 'PROPN'), ('among', 'ADP'), ('arab', 'ADJ'), ('survey', 'NOUN'), ('presid', 'ADV'), ('barack', 'ADP'), ('obama', 'PROPN'), ('popular', 'ADJ'), ('lead', 'NOUN'), ('arab', 'VERB'), ('countri', 'ADJ')], 'named_entities': [('arab', 'NORP'), ('arab', 'NORP')]}"
obama s got jokes haha just got to watch a bit of his after dinner speech from last night i m in love with mr president,1,"{'cleaned_text': 'obama got joke haha got watch bit dinner speech last night love mr presid', 'tokens': ['obama', 'got', 'joke', 'haha', 'got', 'watch', 'bit', 'dinner', 'speech', 'last', 'night', 'love', 'mr', 'presid'], 'pos_tags': [('obama', 'PROPN'), ('got', 'VERB'), ('joke', 'PROPN'), ('haha', 'PROPN'), ('got', 'AUX'), ('watch', 'NOUN'), ('bit', 'NOUN'), ('dinner', 'NOUN'), ('speech', 'NOUN'), ('last', 'ADJ'), ('night', 'NOUN'), ('love', 'VERB'), ('mr', 'PROPN'), ('presid', 'NOUN')], 'named_entities': [('obama', 'GPE'), ('last night', 'TIME')]}"
lebron james got in a car accident i guess just heard it on evening news wow i cant believe it will he be ok,0,"{'cleaned_text': 'lebron jame got car accid guess heard even news wow cant believ ok', 'tokens': ['lebron', 'jame', 'got', 'car', 'accid', 'guess', 'heard', 'even', 'news', 'wow', 'cant', 'believ', 'ok'], 'pos_tags': [('lebron', 'PROPN'), ('jame', 'PROPN'), ('got', 'VERB'), ('car', 'NOUN'), ('accid', 'PROPN'), ('guess', 'NOUN'), ('heard', 'VERB'), ('even', 'ADV'), ('news', 'NOUN'), ('wow', 'INTJ'), ('ca', 'AUX'), ('nt', 'PART'), ('believ', 'VERB'), ('ok', 'PROPN')], 'named_entities': [('lebron jame', 'PERSON')]}"
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,1,"{'cleaned_text': 'best playoff year oh yea lebron melo final', 'tokens': ['best', 'playoff', 'year', 'oh', 'yea', 'lebron', 'melo', 'final'], 'pos_tags': [('best', 'ADJ'), ('playoff', 'NOUN'), ('year', 'NOUN'), ('oh', 'INTJ'), ('yea', 'ADJ'), ('lebron', 'PROPN'), ('melo', 'PROPN'), ('final', 'PROPN')], 'named_entities': []}"
no lebron is the best,1,"{'cleaned_text': 'lebron best', 'tokens': ['lebron', 'best'], 'pos_tags': [('lebron', 'NOUN'), ('best', 'ADV')], 'named_entities': [('lebron', 'PERSON')]}"
lebron is cool i like his personality he has good character,1,"{'cleaned_text': 'lebron cool like person good charact', 'tokens': ['lebron', 'cool', 'like', 'person', 'good', 'charact'], 'pos_tags': [('lebron', 'NOUN'), ('cool', 'ADJ'), ('like', 'ADP'), ('person', 'NOUN'), ('good', 'ADJ'), ('charact', 'NOUN')], 'named_entities': [('lebron cool', 'PERSON')]}"
watching lebron highlights damn that niggas good,1,"{'cleaned_text': 'watch lebron highlight damn nigga good', 'tokens': ['watch', 'lebron', 'highlight', 'damn', 'nigga', 'good'], 'pos_tags': [('watch', 'VERB'), ('lebron', 'PROPN'), ('highlight', 'VERB'), ('damn', 'ADV'), ('nigga', 'ADJ'), ('good', 'ADJ')], 'named_entities': [('lebron highlight damn nigga', 'PERSON')]}"
lebron is murdering shit,1,"{'cleaned_text': 'lebron murder shit', 'tokens': ['lebron', 'murder', 'shit'], 'pos_tags': [('lebron', 'NOUN'), ('murder', 'NOUN'), ('shit', 'NOUN')], 'named_entities': [('lebron murder', 'PERSON')]}"
lebron is a monsta and he is only smh the world ain t ready,1,"{'cleaned_text': 'lebron monsta smh world readi', 'tokens': ['lebron', 'monsta', 'smh', 'world', 'readi'], 'pos_tags': [('lebron', 'PROPN'), ('monsta', 'PROPN'), ('smh', 'VERB'), ('world', 'NOUN'), ('readi', 'NOUN')], 'named_entities': [('lebron monsta smh', 'PERSON')]}"
when lebron is done in the nba he will probably be greater than kobe like u said kobe is good but there alot of good players,1,"{'cleaned_text': 'lebron done nba probabl greater kobe like u said kobe good alot good player', 'tokens': ['lebron', 'done', 'nba', 'probabl', 'greater', 'kobe', 'like', 'u', 'said', 'kobe', 'good', 'alot', 'good', 'player'], 'pos_tags': [('lebron', 'PROPN'), ('done', 'VERB'), ('nba', 'PROPN'), ('probabl', 'PROPN'), ('greater', 'ADJ'), ('kobe', 'NOUN'), ('like', 'SCONJ'), ('u', 'PROPN'), ('said', 'VERB'), ('kobe', 'NOUN'), ('good', 'ADJ'), ('alot', 'NOUN'), ('good', 'ADJ'), ('player', 'NOUN')], 'named_entities': [('lebron', 'PERSON')]}"
kobe is good bt lebron has my vote,1,"{'cleaned_text': 'kobe good bt lebron vote', 'tokens': ['kobe', 'good', 'bt', 'lebron', 'vote'], 'pos_tags': [('kobe', 'PROPN'), ('good', 'PROPN'), ('bt', 'PROPN'), ('lebron', 'PROPN'), ('vote', 'NOUN')], 'named_entities': [('kobe', 'GPE'), ('lebron', 'PERSON')]}"
kobe is the best in the world not lebron,0,"{'cleaned_text': 'kobe best world lebron', 'tokens': ['kobe', 'best', 'world', 'lebron'], 'pos_tags': [('kobe', 'PROPN'), ('best', 'ADJ'), ('world', 'PROPN'), ('lebron', 'PROPN')], 'named_entities': []}"
world cup access damn that s a good look,1,"{'cleaned_text': 'world cup access damn good look', 'tokens': ['world', 'cup', 'access', 'damn', 'good', 'look'], 'pos_tags': [('world', 'PROPN'), ('cup', 'PROPN'), ('access', 'NOUN'), ('damn', 'ADV'), ('good', 'ADJ'), ('look', 'NOUN')], 'named_entities': []}"
just bought my tickets for the fifa world cup in south africa its going to be a great summer,1,"{'cleaned_text': 'bought ticket fifa world cup south africa go great summer', 'tokens': ['bought', 'ticket', 'fifa', 'world', 'cup', 'south', 'africa', 'go', 'great', 'summer'], 'pos_tags': [('bought', 'VERB'), ('ticket', 'NOUN'), ('fifa', 'PROPN'), ('world', 'PROPN'), ('cup', 'PROPN'), ('south', 'PROPN'), ('africa', 'PROPN'), ('go', 'VERB'), ('great', 'ADJ'), ('summer', 'NOUN')], 'named_entities': [('fifa', 'ORG'), ('south africa', 'GPE'), ('summer', 'DATE')]}"
i have to go to booz allen hamilton for a hr meeting but then i get to go home,0,"{'cleaned_text': 'go booz allen hamilton hr meet get go home', 'tokens': ['go', 'booz', 'allen', 'hamilton', 'hr', 'meet', 'get', 'go', 'home'], 'pos_tags': [('go', 'VERB'), ('booz', 'VERB'), ('allen', 'PROPN'), ('hamilton', 'PROPN'), ('hr', 'PROPN'), ('meet', 'PROPN'), ('get', 'AUX'), ('go', 'VERB'), ('home', 'ADV')], 'named_entities': [('allen hamilton', 'PERSON')]}"
the great indian tamasha truly will unfold from may the result day for indian general election,1,"{'cleaned_text': 'great indian tamasha truli unfold may result day indian gener elect', 'tokens': ['great', 'indian', 'tamasha', 'truli', 'unfold', 'may', 'result', 'day', 'indian', 'gener', 'elect'], 'pos_tags': [('great', 'ADJ'), ('indian', 'ADJ'), ('tamasha', 'PROPN'), ('truli', 'PROPN'), ('unfold', 'PROPN'), ('may', 'AUX'), ('result', 'VERB'), ('day', 'NOUN'), ('indian', 'PROPN'), ('gener', 'PROPN'), ('elect', 'PROPN')], 'named_entities': [('indian', 'NORP'), ('indian', 'NORP')]}"
i have the kindle i ve seen pictures of the dx but haven t seen it in person i love my kindle i m on it everyday,1,"{'cleaned_text': 'kindl seen pictur dx seen person love kindl everyday', 'tokens': ['kindl', 'seen', 'pictur', 'dx', 'seen', 'person', 'love', 'kindl', 'everyday'], 'pos_tags': [('kindl', 'NOUN'), ('seen', 'VERB'), ('pictur', 'PROPN'), ('dx', 'PROPN'), ('seen', 'VERB'), ('person', 'NOUN'), ('love', 'VERB'), ('kindl', 'NOUN'), ('everyday', 'ADV')], 'named_entities': []}"
such an awesome idea the continual learning program with a kindle,1,"{'cleaned_text': 'awesom idea continu learn program kindl', 'tokens': ['awesom', 'idea', 'continu', 'learn', 'program', 'kindl'], 'pos_tags': [('awesom', 'NOUN'), ('idea', 'NOUN'), ('continu', 'NOUN'), ('learn', 'VERB'), ('program', 'NOUN'), ('kindl', 'NOUN')], 'named_entities': [('awesom idea', 'PERSON')]}"
ooooh what model are you getting i have the d and love love love love it,1,"{'cleaned_text': 'ooooh model get love love love love', 'tokens': ['ooooh', 'model', 'get', 'love', 'love', 'love', 'love'], 'pos_tags': [('ooooh', 'PROPN'), ('model', 'NOUN'), ('get', 'VERB'), ('love', 'NOUN'), ('love', 'NOUN'), ('love', 'NOUN'), ('love', 'NOUN')], 'named_entities': []}"
the times of india the wonder that is india s election,1,"{'cleaned_text': 'time india wonder india elect', 'tokens': ['time', 'india', 'wonder', 'india', 'elect'], 'pos_tags': [('time', 'NOUN'), ('india', 'PROPN'), ('wonder', 'VERB'), ('india', 'PROPN'), ('elect', 'PROPN')], 'named_entities': [('india', 'GPE'), ('india', 'GPE')]}"
good video from google on using search options,1,"{'cleaned_text': 'good video googl use search option', 'tokens': ['good', 'video', 'googl', 'use', 'search', 'option'], 'pos_tags': [('good', 'ADJ'), ('video', 'NOUN'), ('googl', 'NOUN'), ('use', 'NOUN'), ('search', 'NOUN'), ('option', 'NOUN')], 'named_entities': []}"
lol ah my skin is itchy damn lawnmowing,0,"{'cleaned_text': 'lol ah skin itchi damn lawnmow', 'tokens': ['lol', 'ah', 'skin', 'itchi', 'damn', 'lawnmow'], 'pos_tags': [('lol', 'PROPN'), ('ah', 'INTJ'), ('skin', 'NOUN'), ('itchi', 'PROPN'), ('damn', 'PROPN'), ('lawnmow', 'PROPN')], 'named_entities': []}"
itchy back dont ya hate it,0,"{'cleaned_text': 'itchi back dont ya hate', 'tokens': ['itchi', 'back', 'dont', 'ya', 'hate'], 'pos_tags': [('itchi', 'PROPN'), ('back', 'ADV'), ('do', 'AUX'), ('nt', 'PART'), ('ya', 'PRON'), ('hate', 'VERB')], 'named_entities': [('itchi', 'PERSON')]}"
stanford charity fashion show a top draw,1,"{'cleaned_text': 'stanford chariti fashion show top draw', 'tokens': ['stanford', 'chariti', 'fashion', 'show', 'top', 'draw'], 'pos_tags': [('stanford', 'PROPN'), ('chariti', 'PROPN'), ('fashion', 'PROPN'), ('show', 'VERB'), ('top', 'ADJ'), ('draw', 'NOUN')], 'named_entities': [('stanford', 'ORG')]}"
stanford university s facebook profile is one of the most popular official university pages,1,"{'cleaned_text': 'stanford univers facebook profil one popular offici univers page', 'tokens': ['stanford', 'univers', 'facebook', 'profil', 'one', 'popular', 'offici', 'univers', 'page'], 'pos_tags': [('stanford', 'PROPN'), ('univers', 'NOUN'), ('facebook', 'VERB'), ('profil', 'NOUN'), ('one', 'NUM'), ('popular', 'ADJ'), ('offici', 'ADJ'), ('univers', 'NOUN'), ('page', 'VERB')], 'named_entities': [('stanford', 'ORG'), ('one', 'CARDINAL')]}"
lyx is cool,1,"{'cleaned_text': 'lyx cool', 'tokens': ['lyx', 'cool'], 'pos_tags': [('lyx', 'PROPN'), ('cool', 'PROPN')], 'named_entities': []}"
sooo dissapointed they sent danny gokey home you still rock danny my hometown hero yeah milrockee,1,"{'cleaned_text': 'sooo dissapoint sent danni gokey home still rock danni hometown hero yeah milrocke', 'tokens': ['sooo', 'dissapoint', 'sent', 'danni', 'gokey', 'home', 'still', 'rock', 'danni', 'hometown', 'hero', 'yeah', 'milrocke'], 'pos_tags': [('sooo', 'NOUN'), ('dissapoint', 'NOUN'), ('sent', 'VERB'), ('danni', 'PROPN'), ('gokey', 'PROPN'), ('home', 'ADV'), ('still', 'ADV'), ('rock', 'PROPN'), ('danni', 'PROPN'), ('hometown', 'NOUN'), ('hero', 'NOUN'), ('yeah', 'INTJ'), ('milrocke', 'NOUN')], 'named_entities': [('sooo dissapoint', 'ORG'), ('danni gokey', 'ORG'), ('danni', 'ORG')]}"
rt american idol fashion adam lambert tones down danny gokey cute,1,"{'cleaned_text': 'rt american idol fashion adam lambert tone danni gokey cute', 'tokens': ['rt', 'american', 'idol', 'fashion', 'adam', 'lambert', 'tone', 'danni', 'gokey', 'cute'], 'pos_tags': [('rt', 'PROPN'), ('american', 'PROPN'), ('idol', 'PROPN'), ('fashion', 'PROPN'), ('adam', 'PROPN'), ('lambert', 'PROPN'), ('tone', 'PROPN'), ('danni', 'PROPN'), ('gokey', 'PROPN'), ('cute', 'ADJ')], 'named_entities': [('american idol', 'ORG'), ('adam lambert', 'PERSON'), ('danni gokey', 'ORG')]}"
i love you danny gokey,1,"{'cleaned_text': 'love danni gokey', 'tokens': ['love', 'danni', 'gokey'], 'pos_tags': [('love', 'PROPN'), ('danni', 'PROPN'), ('gokey', 'PROPN')], 'named_entities': [('danni gokey', 'PERSON')]}"
so tired i didn t sleep well at all last night,0,"{'cleaned_text': 'tire sleep well last night', 'tokens': ['tire', 'sleep', 'well', 'last', 'night'], 'pos_tags': [('tire', 'NOUN'), ('sleep', 'NOUN'), ('well', 'ADV'), ('last', 'ADJ'), ('night', 'NOUN')], 'named_entities': [('last night', 'TIME')]}"
boarding plane for san francisco in hour hr flight blech,0,"{'cleaned_text': 'board plane san francisco hour hr flight blech', 'tokens': ['board', 'plane', 'san', 'francisco', 'hour', 'hr', 'flight', 'blech'], 'pos_tags': [('board', 'PROPN'), ('plane', 'PROPN'), ('san', 'PROPN'), ('francisco', 'PROPN'), ('hour', 'NOUN'), ('hr', 'NOUN'), ('flight', 'NOUN'), ('blech', 'NOUN')], 'named_entities': [('board plane', 'ORG'), ('san francisco', 'GPE')]}"
bonjour san francisco my back hurts from last night,0,"{'cleaned_text': 'bonjour san francisco back hurt last night', 'tokens': ['bonjour', 'san', 'francisco', 'back', 'hurt', 'last', 'night'], 'pos_tags': [('bonjour', 'VERB'), ('san', 'PROPN'), ('francisco', 'PROPN'), ('back', 'ADV'), ('hurt', 'VERB'), ('last', 'ADJ'), ('night', 'NOUN')], 'named_entities': [('bonjour', 'TIME'), ('san francisco back', 'GPE'), ('last night', 'TIME')]}"
with my best girl for a few more hours in san francisco mmmmmfamily is wonderful,1,"{'cleaned_text': 'best girl hour san francisco mmmmmfamili wonder', 'tokens': ['best', 'girl', 'hour', 'san', 'francisco', 'mmmmmfamili', 'wonder'], 'pos_tags': [('best', 'ADJ'), ('girl', 'NOUN'), ('hour', 'NOUN'), ('san', 'PROPN'), ('francisco', 'PROPN'), ('mmmmmfamili', 'NOUN'), ('wonder', 'NOUN')], 'named_entities': [('hour', 'TIME'), ('san francisco', 'GPE')]}"
f up big or go home aig,0,"{'cleaned_text': 'f big go home aig', 'tokens': ['f', 'big', 'go', 'home', 'aig'], 'pos_tags': [('f', 'PROPN'), ('big', 'PROPN'), ('go', 'VERB'), ('home', 'ADV'), ('aig', 'NOUN')], 'named_entities': [('aig', 'NORP')]}"
went to see the star trek movie last night very satisfying,1,"{'cleaned_text': 'went see star trek movi last night satisfi', 'tokens': ['went', 'see', 'star', 'trek', 'movi', 'last', 'night', 'satisfi'], 'pos_tags': [('went', 'VERB'), ('see', 'VERB'), ('star', 'PROPN'), ('trek', 'PROPN'), ('movi', 'PROPN'), ('last', 'ADJ'), ('night', 'NOUN'), ('satisfi', 'NOUN')], 'named_entities': [('last night', 'TIME')]}"
i can t wait going to see star trek tonight,1,"{'cleaned_text': 'wait go see star trek tonight', 'tokens': ['wait', 'go', 'see', 'star', 'trek', 'tonight'], 'pos_tags': [('wait', 'VERB'), ('go', 'VERB'), ('see', 'VERB'), ('star', 'NOUN'), ('trek', 'PROPN'), ('tonight', 'NOUN')], 'named_entities': [('tonight', 'TIME')]}"
star trek was as good as everyone said,1,"{'cleaned_text': 'star trek good everyon said', 'tokens': ['star', 'trek', 'good', 'everyon', 'said'], 'pos_tags': [('star', 'PROPN'), ('trek', 'PROPN'), ('good', 'PROPN'), ('everyon', 'NOUN'), ('said', 'VERB')], 'named_entities': []}"
am loving new malcolm gladwell book outliers,1,"{'cleaned_text': 'love new malcolm gladwel book outlier', 'tokens': ['love', 'new', 'malcolm', 'gladwel', 'book', 'outlier'], 'pos_tags': [('love', 'VERB'), ('new', 'ADJ'), ('malcolm', 'PROPN'), ('gladwel', 'PROPN'), ('book', 'NOUN'), ('outlier', 'NOUN')], 'named_entities': [('malcolm gladwel', 'PERSON')]}"
i highly recommend malcolm gladwell s the tipping point my next audiobook will probably be one of his as well,1,"{'cleaned_text': 'highli recommend malcolm gladwel tip point next audiobook probabl one well', 'tokens': ['highli', 'recommend', 'malcolm', 'gladwel', 'tip', 'point', 'next', 'audiobook', 'probabl', 'one', 'well'], 'pos_tags': [('highli', 'PROPN'), ('recommend', 'VERB'), ('malcolm', 'PROPN'), ('gladwel', 'PROPN'), ('tip', 'NOUN'), ('point', 'NOUN'), ('next', 'ADJ'), ('audiobook', 'NOUN'), ('probabl', 'NOUN'), ('one', 'NUM'), ('well', 'ADV')], 'named_entities': [('malcolm gladwel', 'PERSON')]}"
malcolm gladwell is a genius at tricking people into not realizing he s a fucking idiot,0,"{'cleaned_text': 'malcolm gladwel geniu trick peopl realiz fuck idiot', 'tokens': ['malcolm', 'gladwel', 'geniu', 'trick', 'peopl', 'realiz', 'fuck', 'idiot'], 'pos_tags': [('malcolm', 'PROPN'), ('gladwel', 'PROPN'), ('geniu', 'PROPN'), ('trick', 'NOUN'), ('peopl', 'NOUN'), ('realiz', 'NOUN'), ('fuck', 'NOUN'), ('idiot', 'NOUN')], 'named_entities': [('malcolm gladwel', 'PERSON'), ('geniu', 'PRODUCT')]}"
hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down cant read his shit,0,"{'cleaned_text': 'hey offens malcolm gladwel preteni annoy cunt bring cant read shit', 'tokens': ['hey', 'offens', 'malcolm', 'gladwel', 'preteni', 'annoy', 'cunt', 'bring', 'cant', 'read', 'shit'], 'pos_tags': [('hey', 'INTJ'), ('offens', 'VERB'), ('malcolm', 'PROPN'), ('gladwel', 'PROPN'), ('preteni', 'NOUN'), ('annoy', 'NOUN'), ('cunt', 'NOUN'), ('bring', 'NOUN'), ('ca', 'AUX'), ('nt', 'PART'), ('read', 'VERB'), ('shit', 'NOUN')], 'named_entities': [('preteni', 'PERSON')]}"
rt great article by malcolm gladwell,1,"{'cleaned_text': 'rt great articl malcolm gladwel', 'tokens': ['rt', 'great', 'articl', 'malcolm', 'gladwel'], 'pos_tags': [('rt', 'PROPN'), ('great', 'PROPN'), ('articl', 'PROPN'), ('malcolm', 'PROPN'), ('gladwel', 'PROPN')], 'named_entities': [('malcolm gladwel', 'PERSON')]}"
i seriously underestimated malcolm gladwell i want to meet this dude,1,"{'cleaned_text': 'serious underestim malcolm gladwel want meet dude', 'tokens': ['serious', 'underestim', 'malcolm', 'gladwel', 'want', 'meet', 'dude'], 'pos_tags': [('serious', 'ADJ'), ('underestim', 'ADJ'), ('malcolm', 'PROPN'), ('gladwel', 'PROPN'), ('want', 'VERB'), ('meet', 'NOUN'), ('dude', 'NOUN')], 'named_entities': [('malcolm gladwel', 'PERSON')]}"
i hate comcast right now everything is down cable internet amp phone ughh what am i to do,0,"{'cleaned_text': 'hate comcast right everyth cabl internet amp phone ughh', 'tokens': ['hate', 'comcast', 'right', 'everyth', 'cabl', 'internet', 'amp', 'phone', 'ughh'], 'pos_tags': [('hate', 'PROPN'), ('comcast', 'PROPN'), ('right', 'INTJ'), ('everyth', 'NOUN'), ('cabl', 'PROPN'), ('internet', 'NOUN'), ('amp', 'NOUN'), ('phone', 'NOUN'), ('ughh', 'PROPN')], 'named_entities': []}"
comcast sucks,0,"{'cleaned_text': 'comcast suck', 'tokens': ['comcast', 'suck'], 'pos_tags': [('comcast', 'PROPN'), ('suck', 'VERB')], 'named_entities': [('comcast', 'ORG')]}"
the day i never have to deal with comcast again will rank as one of the best days of my life,0,"{'cleaned_text': 'day never deal comcast rank one best day life', 'tokens': ['day', 'never', 'deal', 'comcast', 'rank', 'one', 'best', 'day', 'life'], 'pos_tags': [('day', 'NOUN'), ('never', 'ADV'), ('deal', 'VERB'), ('comcast', 'PROPN'), ('rank', 'PROPN'), ('one', 'NUM'), ('best', 'ADJ'), ('day', 'NOUN'), ('life', 'NOUN')], 'named_entities': [('one', 'CARDINAL')]}"
did comcast fail again,0,"{'cleaned_text': 'comcast fail', 'tokens': ['comcast', 'fail'], 'pos_tags': [('comcast', 'PROPN'), ('fail', 'VERB')], 'named_entities': []}"
curses the twitter api limit,0,"{'cleaned_text': 'cur twitter api limit', 'tokens': ['cur', 'twitter', 'api', 'limit'], 'pos_tags': [('cur', 'PROPN'), ('twitter', 'NOUN'), ('api', 'NOUN'), ('limit', 'NOUN')], 'named_entities': []}"
now i can see why dave winer screams about lack of twitter api its limitations and access throttles,0,"{'cleaned_text': 'see dave winer scream lack twitter api limit access throttl', 'tokens': ['see', 'dave', 'winer', 'scream', 'lack', 'twitter', 'api', 'limit', 'access', 'throttl'], 'pos_tags': [('see', 'VERB'), ('dave', 'PROPN'), ('winer', 'NOUN'), ('scream', 'NOUN'), ('lack', 'NOUN'), ('twitter', 'NOUN'), ('api', 'NOUN'), ('limit', 'NOUN'), ('access', 'NOUN'), ('throttl', 'NOUN')], 'named_entities': [('dave', 'PERSON')]}"
arg twitter api is making me crazy,0,"{'cleaned_text': 'arg twitter api make crazi', 'tokens': ['arg', 'twitter', 'api', 'make', 'crazi'], 'pos_tags': [('arg', 'NOUN'), ('twitter', 'PROPN'), ('api', 'NOUN'), ('make', 'VERB'), ('crazi', 'NOUN')], 'named_entities': []}"
i m really loving the new search site wolfram alpha makes google seem so quaint,1,"{'cleaned_text': 'realli love new search site wolfram alpha make googl seem quaint', 'tokens': ['realli', 'love', 'new', 'search', 'site', 'wolfram', 'alpha', 'make', 'googl', 'seem', 'quaint'], 'pos_tags': [('realli', 'PROPN'), ('love', 'PROPN'), ('new', 'ADJ'), ('search', 'NOUN'), ('site', 'NOUN'), ('wolfram', 'NOUN'), ('alpha', 'NOUN'), ('make', 'VERB'), ('googl', 'NOUN'), ('seem', 'VERB'), ('quaint', 'NOUN')], 'named_entities': []}"
